row_number,gid,line_no,railway,line_typt,line_type,status,line_th,line_en,station_th,station_en,latitude,longitude,prov_namt,prov_name,amp_namt,amp_name,tam_namt,tam_name
312,228,8,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีส้ม,Orange Line,สนามหลวง,Sanam Luang,13.75777000,100.49652700,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,ตลาดยอด,TALAT YOT
138,91,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,ศูนย์วัฒนธรรมแห่งประเทศไทย,Thailand Cultural Centre,13.76479100,100.56913000,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,ดินแดง,DIN DAENG
46,26,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,พญาไท,Phaya Thai,13.75695300,100.53382500,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ทุ่งพญาไท,THUNG PHAYA THAI
256,109,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,ภาษีเจริญ,Phasi Charoen,13.71286600,100.43345400,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,บางแค,BANG KHAE
318,30,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,เพลินจิต,Phloen Chit,13.74306600,100.54899500,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ลุมพินี,LUMPHINI
29,216,8,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีส้ม,Orange Line,น้อมเกล้า,Nom Klao,13.78599600,100.68965600,กรุงเทพมหานคร,BANGKOK,สะพานสูง,SAPHAN SUNG,สะพานสูง,SAPHAN SUNG
40,54,1,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสุขุมวิท,Sukhumvit Line,ศรีจันทร์ประดิษฐ์,Si Chan Pradit,13.52439500,100.64213900,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,บางปลา,BANG PLA
264,202,7,รถไฟฟ้า,เอสอาร์ที,SRT,ปัจจุบัน,สายสีแดงเข้ม,Dark Red Line,บางเขน,Bang Khen,13.84874900,100.56159500,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,ลาดยาว,LAT YAO
243,212,8,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีส้ม,Orange Line,ลำสาลี,Lam Sali,13.76304500,100.64829500,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,หัวหมาก,HUA MAK
153,94,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,สุขุมวิท,Sukhumvit,13.73684200,100.56133300,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คลองเตย,KHLONG TOEI
14,259,9,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีเหลือง,Yellow Line,สำโรง,สำโรง,13.64551800,100.59540000,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,สำโรงกลาง,SAMRONG KLANG
59,209,7,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงเข้ม,Dark Red Line,คลองหนึ่ง,Khlong Nueng,14.01190200,100.59966800,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คลองหนึ่ง,KHLONG NUENG
191,294,12,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีเทา,Grey Line,ฉลองรัช,Chalong Rat,13.78611200,100.60806400,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คลองเจ้าคุณสิงห์,KHLONG CHAOKHUN SING
96,199,7,รถไฟฟ้า,เอสอาร์ที,SRT,ปัจจุบัน,สายสีแดงเข้ม,Dark Red Line,บางซื่อ,Bang Sue,13.80791800,100.54308100,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,บางซื่อ,BANG SUE
42,288,11,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีทอง,Gold line,สถานีกรุงธนบุรี,Krung Thonburi,13.72094643,100.50310970,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,บางลำภูล่าง,BANG LAMPHU LANG
301,113,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีน้ำเงิน,Blue Line,ทวีวัฒนา,Thawi Watthana,13.70832500,100.37600700,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,หลักสอง,LAK SONG
117,191,7,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงเข้ม,Dark Red Line,บางน้ำจืด,Bang Nam Chuet,13.60303000,100.35800700,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,Mueang Samut Sakhon,บางน้ำจืด,Bang Nam Chuet
93,255,9,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีเหลือง,Yellow Line,ศรีด่าน,Si Dan,13.63409600,100.63070600,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,บางแก้ว,BANG KAEO
41,147,4,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีม่วง,Purple Line,ราษฎร์บูรณะ,Rat Burana,13.66889000,100.51303100,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,ราษฎร์บูรณะ,RAT BURANA
291,37,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,อ่อนนุช,On Nut,13.70567800,100.60105800,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,บางจาก,BANG CHAK
73,80,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,บางอ้อ,Bang O,13.79940630,100.51014400,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,บางอ้อ,BANG O
32,190,7,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงเข้ม,Dark Red Line,ทุ่งสีทอง,Thung Si Thong,13.61155900,100.36736800,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,Mueang Samut Sakhon,บางน้ำจืด,Bang Nam Chuet
296,176,6,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงอ่อน,Light Red Line,ศิริราช,Siriraj,13.76096582,100.48387620,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,ศิริราช,SIRIRAT
154,115,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีน้ำเงิน,Blue Line,พุทธมณฑลสาย-4,Phutthamonthon Sai 4,13.70470900,100.33159100,สมุทรสาคร,Samut Sakhon,กระทุ่มแบน,Krathum Baen,อ้อมน้อย,Omnoi
216,286,11,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีทอง,Gold line,สถานีคลองสาน,Khlong San,13.73054511,100.50735420,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คลองสาน,KHLONG SAN
250,296,12,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีเทา,Grey Line,พระราม-9,Rama IX,13.75243700,100.59342400,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,บางกะปิ,BANG KAPI
163,78,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,สิรินธร,Sirindhorn,13.78531800,100.49567400,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,บางพลัด,BANG PHLAT
261,90,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,ห้วยขวาง,Huai Khwang,13.77890900,100.57360300,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,รัชดาภิเษก,RATCHADAPHISEK
196,252,9,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีเหลือง,Yellow Line,ศรีเอี่ยม,Si Iam,13.66430700,100.64407200,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,บางนาใต้,BANG NA TAI
275,56,2,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีลม,Silom Line,ยศเส,ยศเส,13.74848800,100.51847000,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,รองเมือง,RONG MUEANG
227,224,8,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีส้ม,Orange Line,ราชเทวี,Ratchathewi,13.75350000,100.53103800,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ถนนเพชรบุรี,THANON PHET BURI
38,251,9,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีเหลือง,Yellow Line,ศรีอุดม,Si Udom,13.67707900,100.64598600,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,บางนาใต้,BANG NA TAI
108,43,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,สำโรง,Samrong,13.64612200,100.59565100,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,สำโรงกลาง,SAMRONG KLANG
156,24,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,สนามเป้า,Sanam Pao,13.77264500,100.54209200,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,พญาไท,PHAYA THAI
34,46,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,โรงเรียนนายเรือ,Royal Thai Naval Academy,13.60805400,100.59494700,สมุทรปราการ,SAMUT PRAKAN,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,ปากคลองบางปลากด,PAK KHLONG BANG PLA KOT
281,271,10,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีชมพู,Pink Line,รามอินทรา-40,Ram Inthra 40,13.84769200,100.64553000,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,นวลจันทร์,NUAN CHAN
126,117,4,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีม่วง,Purple Line,บางซ่อน,Bang Son,13.82157300,100.53265600,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,บางซื่อ,BANG SUE
95,107,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,บางหว้า,Bang Wa,13.72049500,100.45767900,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,บางหว้า,BANG WA
66,114,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีน้ำเงิน,Blue Line,พุทธมณฑลสาย-3,Phutthamonthon Sai 3,13.70717400,100.36133100,กรุงเทพมหานคร,BANGKOK,หนองแขม,NONG KHAEM,หนองแขม,NONG KHAEM
188,146,4,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีม่วง,Purple Line,ประชาอุทิศ,ประชาอุทิศ,13.67526700,100.50288100,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,บางปะกอก,BANG PAKOK
295,139,4,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีม่วง,Purple Line,สะพานพุทธ,Memorial Bridge,13.73325600,100.49546900,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,หิรัญรูจี,HIRANRUCHI
199,304,12,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสีเทา,Grey Line,แยกรัชดาพระราม-4,Ratchada-Rama IV,13.72007300,100.55937800,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คลองเตย,KHLONG TOEI
70,50,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,สายลวด,Sai Luat,13.57665900,100.60492300,สมุทรปราการ,SAMUT PRAKAN,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,แหลมฟ้าผ่า,LAEM FA PHA
123,217,8,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีส้ม,Orange Line,ราษฎร์พัฒนา,Rat Phatthana,13.79299700,100.70228500,กรุงเทพมหานคร,BANGKOK,สะพานสูง,SAPHAN SUNG,ราษฎร์พัฒนา,RAT PHATTHANA
53,222,8,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีส้ม,Orange Line,ราชปรารภ,Ratchaprarop,13.75489275,100.54219650,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ถนนพญาไท,THANON PHAYA THAI
164,85,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,สวนจตุจักร,Chatuchak Park,13.80262700,100.55372300,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จตุจักร,CHATUCHAK
28,189,7,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงเข้ม,Dark Red Line,พรมแดน,Phrom Daen,13.62233400,100.37921100,กรุงเทพมหานคร,BANGKOK,บางบอน,BANG BON,บางบอนเหนือ,BANG BON NUEA
127,23,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,อารีย์,Ari,13.77973100,100.54465100,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,พญาไท,PHAYA THAI
50,84,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,กำแพงเพชร,Kamphaeng Phet,13.79768500,100.54812900,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จตุจักร,CHATUCHAK
87,298,12,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสีเทา,Grey Line,ทองหล่อ-25,Thong Lo 25,13.73846300,100.58407300,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คลองตันเหนือ,KHLONG TAN NUEA
246,134,4,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีม่วง,Purple Line,สามเสน,Sam Sen,13.77858800,100.50852700,กรุงเทพมหานคร,BANGKOK,ดุสิต,DUSIT,วชิรพยาบาล,WACHIRA PHAYABAN
107,235,8,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีส้ม,Orange Line,คลองลาดพร้าว,คลองลาดพร้าว,13.76866600,100.59420300,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,สามเสนนอก,SAM SEN NOK
277,170,6,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงอ่อน,Light Red Line,เขาดินวนา,เขาดินวนา,13.77420600,100.51764100,กรุงเทพมหานคร,BANGKOK,ดุสิต,DUSIT,สวนจิตรลดา,SUAN CHITLADA
158,159,6,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงอ่อน,Light Red Line,มักกะสัน,Makkasan,13.75077900,100.56082300,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,มักกะสัน,MAKKASAN
177,197,7,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงเข้ม,Dark Red Line,ราชวิถี,Ratchawithi,13.77063400,100.52639700,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ทุ่งพญาไท,THUNG PHAYA THAI
282,279,10,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,ปัจจุบัน,สายสีชมพู,Pink Line,ศูนย์ราชการนนทบุรี,Nonthaburi Civic Center,13.86009800,100.51552600,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,ตลาดขวัญ,TALAT KHWAN
3,151,5,รถไฟฟ้า,แอร์พอร์ต-เรล-ลิงค์,Airport-Rail-Link,ปัจจุบัน,แอร์พอร์ต เรล ลิงค์,Airport Rail Link,รามคำแหง,Ramkhamhaeng,13.74293014,100.60022060,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,สวนหลวง,SUAN LUANG
309,118,4,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีม่วง,Purple Line,วงศ์สว่าง,Wong Sawang,13.82889400,100.52769900,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,วงศ์สว่าง,WONG SAWANG
267,141,4,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีม่วง,Purple Line,สำเหร่,สำเหร่,13.71598000,100.48950700,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,สำเหร่,SAMRE
124,68,2,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีลม,Silom Line,วุฒากาศ,Wutthakat,13.71245200,100.47051300,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,บางค้อ,BANG KHO
314,226,8,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีส้ม,Orange Line,หลานหลวง,Lan Luang,13.75649600,100.51232900,กรุงเทพมหานคร,BANGKOK,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,วัดโสมนัส,WAT SOMMANAT
161,308,12,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีเทา,Grey Line,สาธุประดิษฐ์,Sathu Pradit,13.69431800,100.53239600,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,ช่องนนทรี,CHONG NONSI
121,257,9,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีเหลือง,Yellow Line,ทัพวัล,Thipphawan,13.63685000,100.60972200,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,สำโรงกลาง,SAMRONG KLANG
52,241,9,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีเหลือง,Yellow Line,โชคชัย-4,Chok Chai 4,13.79442800,100.59440000,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,ลาดพร้าว,LAT PHRAO
146,311,13,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสีฟ้า,Light Blue Line,มิตรไมตรี,Mit Maitri,13.76549800,100.55689500,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,ดินแดง,DIN DAENG
221,317,13,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสีฟ้า,Light Blue Line,สวนพลู,Suan Phlu,13.72391500,100.53718600,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,สีลม,SI LOM
91,234,8,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีส้ม,Orange Line,ศูนย์วัฒนธรรมแห่งประเทศไทย,Thailand Cultural Centre,13.76509100,100.57014800,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,ดินแดง,DIN DAENG
18,110,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,บางแค,Bang Khae,13.71192700,100.42158100,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,บางแค,BANG KHAE
102,266,10,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,ปัจจุบัน,สายสีชมพู,Pink Line,หลักสี่,Lak Si,13.88451088,100.58110930,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,ตลาดบางเขน,TALAT BANG KHEN
255,204,7,รถไฟฟ้า,เอสอาร์ที,SRT,ปัจจุบัน,สายสีแดงเข้ม,Dark Red Line,หลักสี่,Lak Si,13.88555400,100.58169900,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,ตลาดบางเขน,TALAT BANG KHEN
168,210,7,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงเข้ม,Dark Red Line,เชียงราก,Chiang Rak,14.03657700,100.59581300,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คลองหนึ่ง,KHLONG NUENG
45,256,9,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีเหลือง,Yellow Line,ศรีเทพา,Si Thepha,13.63085900,100.62089200,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,บางแก้ว,BANG KAEO
280,106,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,บางไผ่,Bang Phai,13.72590600,100.46749200,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,วัดท่าพระ,WAT THA PHRA
209,1,1,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสุขุมวิท,Sukhumvit Line,วงแหวนรอบนอกตะวันออก,Wongwaen Rop Nok Tawan-ok,13.93384500,100.71446200,กรุงเทพมหานคร,BANGKOK,คลองสามวา,KHLONG SAM WA,สามวาตะวันตก,SAM WA TAWAN TOK
115,116,4,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีม่วง,Purple Line,เตาปูน,Tao Poon,13.80717200,100.53088100,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,บางซื่อ,BANG SUE
266,273,10,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีชมพู,Pink Line,วงแหวนตะวันออก,East Outer Ring Road,13.82327400,100.67785400,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คันนายาว,KHAN NA YAO
303,67,2,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีลม,Silom Line,ตลาดพลู,Talat Phlu,13.71428790,100.47668700,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,ตลาดพลู,TALAT PHLU
222,313,13,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสีฟ้า,Light Blue Line,มักกะสัน,Makkasan,13.75214600,100.56110000,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,มักกะสัน,MAKKASAN
51,96,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,คลองเตย,Khlong Toei,13.72220100,100.55422300,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คลองเตย,KHLONG TOEI
39,278,10,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีชมพู,Pink Line,มีนบุรี,Min Buri,13.80877400,100.73247100,กรุงเทพมหานคร,BANGKOK,คลองสามวา,KHLONG SAM WA,ทรายกองดินใต้,SAI KONG DIN TAI
122,243,9,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีเหลือง,Yellow Line,วังทองหลาง,วังทองหลาง,13.78117900,100.61809700,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คลองเจ้าคุณสิงห์,KHLONG CHAOKHUN SING
207,92,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,พระราม-9,Rama 9,13.75656000,100.56505900,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,ห้วยขวาง,HUAI KHWANG
81,249,9,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีเหลือง,Yellow Line,ศรีนุช,Si Nut,13.71275300,100.64376700,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,อ่อนนุช,ON NUT
10,71,2,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสีลม,Silom Line,บางพรม,บางพรม,13.75259960,100.44593810,กรุงเทพมหานคร,BANGKOK,ตลิ่งชัน,TALING CHAN,บางเชือกหนัง,BANG CHUEAK NANG
229,51,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,เคหะฯ,Kheha,13.56722300,100.60771500,สมุทรปราการ,SAMUT PRAKAN,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,แหลมฟ้าผ่า,LAEM FA PHA
43,167,6,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงอ่อน,Light Red Line,ตลิ่งชัน,ตลิ่งชัน,13.78906600,100.44015800,กรุงเทพมหานคร,BANGKOK,ตลิ่งชัน,TALING CHAN,ฉิมพลี,CHIMPHLI
204,44,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,ปู่เจ้า,Pu Chao,13.63694900,100.59188800,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,สำโรงกลาง,SAMRONG KLANG
