row_number,transction_year,transction_month,province_name_th,province_name_en,district_name_th,district_name_en,propertytype_name_th,propertytype_name_en,volume_of_project,interest
1005,2016,12,กรุงเทพมหานคร,Bangkok,บางซื่อ,BANG SUE,คอนโด,Condo,878,6166
2889,2021,3,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,ทาวน์โฮม,Townhome,40,819
149,2019,8,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,83,226
2408,2018,7,กรุงเทพมหานคร,Bangkok,ธนบุรี,THON BURI,คอนโด,Condo,225,1690
2007,2017,8,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,อาคารพาณิชย์,Commercial,463,9902
3244,2020,3,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,67,134
331,2017,8,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,โฮมออฟฟิศ,Home office,216,2661
2806,2019,11,กรุงเทพมหานคร,Bangkok,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,คอนโด,Condo,47,121
1150,2018,1,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,อาคารพาณิชย์,Commercial,52,155
1365,2017,3,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,5780,60768
2619,2019,2,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,212,1079
3142,2020,4,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,บ้านแฝด,Twin house,90,498
298,2017,4,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,ทาวน์โฮม,Townhome,78,211
2086,2016,12,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,บ้าน,Detached House,112,915
1937,2020,1,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,227,755
597,2017,12,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,บ้านแฝด,Twin house,53,405
1895,2017,3,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,บ้าน,Detached House,475,2769
315,2017,3,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้านแฝด,Twin house,633,5706
2891,2017,3,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,อาคารพาณิชย์,Commercial,93,1179
861,2018,7,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,161,4303
35,2017,1,นครปฐม,Nakhon Pathom,บางเลน,BANG LEN,ทาวน์โฮม,Townhome,190,1774
3000,2020,7,กรุงเทพมหานคร,Bangkok,ทวีวัฒนา,THAWI WATTHANA,บ้าน,Detached House,91,389
784,2019,5,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,59,587
662,2017,12,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้าน,Detached House,534,5990
1199,2020,5,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,28,102
309,2019,11,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,233,1586
2764,2016,12,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,คอนโด,Condo,292,2299
1216,2017,8,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,บ้าน,Detached House,280,1302
1723,2020,8,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,15,42
496,2021,9,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,ทาวน์โฮม,Townhome,17,40
2789,2017,5,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,บ้าน,Detached House,274,3186
888,2020,2,กรุงเทพมหานคร,Bangkok,ดินแดง,DIN DAENG,คอนโด,Condo,52,367
1835,2016,11,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,บ้าน,Detached House,661,4428
2943,2020,5,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,180,1225
1455,2020,11,นครปฐม,Nakhon Pathom,ดอนตูม,DON TUM,บ้าน,Detached House,13,129
2218,2021,8,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,ทาวน์โฮม,Townhome,9,52
1366,2020,3,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้านแฝด,Twin house,326,7408
435,2021,12,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้าน,Detached House,7,14
2818,2020,5,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,คอนโด,Condo,16,23
986,2016,11,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,บ้านแฝด,Twin house,160,2150
2740,2017,12,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,บ้าน,Detached House,110,712
2585,2017,11,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,บ้าน,Detached House,239,2013
419,2021,10,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้านแฝด,Twin house,19,66
3122,2019,11,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,โฮมออฟฟิศ,Home office,45,216
206,2017,12,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้านแฝด,Twin house,98,840
2912,2020,5,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,คอนโด,Condo,51,247
2627,2017,12,กรุงเทพมหานคร,Bangkok,คลองสาน,KHLONG SAN,อาคารพาณิชย์,Commercial,58,662
3055,2017,3,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,1071,21315
47,2016,12,กรุงเทพมหานคร,Bangkok,ทวีวัฒนา,THAWI WATTHANA,ทาวน์โฮม,Townhome,193,1979
663,2017,7,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,ทาวน์โฮม,Townhome,77,202
2592,2017,12,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้านแฝด,Twin house,81,334
988,2017,2,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้านแฝด,Twin house,840,9327
806,2019,5,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,150,1080
369,2017,2,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,บ้าน,Detached House,648,6357
2847,2017,9,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,บ้าน,Detached House,234,1707
1859,2020,11,กรุงเทพมหานคร,Bangkok,บางพลัด,BANG PHLAT,คอนโด,Condo,26,89
2502,2019,7,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,คอนโด,Condo,145,457
246,2017,4,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,คอนโด,Condo,80,1085
2718,2016,12,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,189,2067
1600,2019,12,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,27,58
1751,2020,10,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,บ้าน,Detached House,36,207
212,2019,4,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,109,827
150,2020,2,กรุงเทพมหานคร,Bangkok,ดุสิต,DUSIT,คอนโด,Condo,45,142
1489,2017,2,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,7786,73389
1927,2019,1,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,คอนโด,Condo,112,422
2108,2020,6,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,ทาวน์โฮม,Townhome,24,83
2338,2018,9,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,คอนโด,Condo,137,680
1116,2020,6,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,9,13
2030,2017,11,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,บ้าน,Detached House,44,266
1707,2017,10,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,13,16
2701,2017,8,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,12,13
1562,2017,5,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,อาคารพาณิชย์,Commercial,197,3106
1218,2017,8,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้านแฝด,Twin house,23,49
2643,2017,6,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,คอนโด,Condo,204,1251
1591,2017,2,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,อาคารพาณิชย์,Commercial,285,3370
1701,2017,5,นครปฐม,Nakhon Pathom,นครชัยศรี,NAKHON CHAI SI,บ้าน,Detached House,315,7831
2886,2020,2,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,ทาวน์โฮม,Townhome,78,1098
8,2017,8,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,ทาวน์โฮม,Townhome,220,1124
2347,2016,12,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,คอนโด,Condo,127,2188
998,2020,3,นครปฐม,Nakhon Pathom,พุทธมณฑล,PHUTTHAMONTHON,บ้าน,Detached House,53,1160
3302,2017,3,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,บ้าน,Detached House,395,4837
800,2019,7,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,อาคารพาณิชย์,Commercial,94,1580
3263,2019,7,กรุงเทพมหานคร,Bangkok,ทวีวัฒนา,THAWI WATTHANA,ทาวน์โฮม,Townhome,49,403
45,2017,4,ปทุมธานี,Pathum Thani,สามโคก,SAM KHOK,บ้าน,Detached House,269,3040
996,2020,7,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,บ้าน,Detached House,27,74
2711,2019,1,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,53,97
43,2016,10,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,188,1846
1752,2019,7,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,268,3012
2915,2019,2,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,ทาวน์โฮม,Townhome,166,2879
1874,2017,5,ปทุมธานี,Pathum Thani,ลาดหลุมแก้ว,LAT LUM KAEO,ทาวน์โฮม,Townhome,698,8924
1438,2020,6,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้าน,Detached House,125,1462
880,2019,7,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,115,948
2280,2018,6,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้าน,Detached House,290,2377
3050,2021,8,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,ทาวน์โฮม,Townhome,11,17
317,2021,7,ปทุมธานี,Pathum Thani,สามโคก,SAM KHOK,บ้าน,Detached House,16,92
742,2017,4,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,490,8306
783,2021,8,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,ทาวน์โฮม,Townhome,5,10
172,2017,4,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,บ้าน,Detached House,102,1380
2604,2017,7,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,1055,17166
832,2017,3,กรุงเทพมหานคร,Bangkok,ดุสิต,DUSIT,คอนโด,Condo,644,10842
1704,2021,10,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,7,36
2034,2019,5,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,บ้าน,Detached House,36,113
2571,2019,7,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,ทาวน์โฮม,Townhome,191,807
1001,2017,1,ปทุมธานี,Pathum Thani,ลาดหลุมแก้ว,LAT LUM KAEO,บ้าน,Detached House,368,2803
522,2020,1,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,ทาวน์โฮม,Townhome,78,810
2581,2019,6,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,ทาวน์โฮม,Townhome,336,2579
2663,2017,12,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,502,2607
1387,2018,12,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,80,374
3026,2019,7,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,350,905
901,2017,5,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,ทาวน์โฮม,Townhome,1042,11300
2099,2019,6,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,232,1091
1335,2019,11,กรุงเทพมหานคร,Bangkok,ราชเทวี,RATCHATHEWI,คอนโด,Condo,51,91
501,2017,1,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,1413,18834
884,2019,2,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,โฮมออฟฟิศ,Home office,66,213
167,2018,9,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,269,2840
368,2017,1,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้าน,Detached House,1856,29498
2299,2016,10,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,อาคารพาณิชย์,Commercial,407,6512
1632,2017,6,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,บ้าน,Detached House,107,383
3138,2016,12,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,คอนโด,Condo,879,7668
1446,2016,12,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,433,3528
1021,2019,6,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,อาคารพาณิชย์,Commercial,96,609
2807,2017,12,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,อาคารพาณิชย์,Commercial,40,69
1725,2020,4,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,ทาวน์โฮม,Townhome,41,193
1988,2020,1,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,ทาวน์โฮม,Townhome,104,870
